SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2,Predicted_Label
49.51,1.07,17.17,11.18,10.48,5.36,0.19,0.26,3.2900000000000005,0.06645122198,Basalt
43.64,3.39,13.16,7.1,8.24,10.08,0.29,0.86,10.31,0.2362511457,Foidite
44.29,2.36,13.18,11.48,8.9,12.18,0.17,0.51,3.8400000000000003,0.08670128697,Basanite
50.14,2.3,13.27,8.72,7.6,7.62,0.13,0.99,8.06,0.1607499003,Phonotephrite
53.68,0.88,16.49,8.11,9.51,5.46,0.16,0.08600000000000002,2.99,0.055700447089999994,Basaltic Andesite
63.12,1.11,16.18,5.69,4.34,1.7999999999999998,0.11000000000000001,0.34,6.91,0.1094740177,Andesite
53.51,1.68,17.09,9.05,9.89,5.93,0.13,0.15,2.9800000000000004,0.05569052514,Basaltic Andesite
45.94,2.29,17.11,11.81,9.13,4.9,0.19,0.62,6.07,0.1321288637,Tephrite
46.98,4.09,16.83,11.01,9.72,3.99,0.19,0.77,6.38,0.1358024691,Tephrite
53.9,1.94,15.39,6.99,7.97,4.28,0.32,0.48,5.77,0.1070500928,Basaltic Trachyandesite
47.7,1.84,17.6,10.9,9.97,4.2,0.21,0.5,5.97,0.1251572327,Trachybasalt
68.13,0.87,15.4,3.96,3.84,1.2599999999999998,0.07,0.36,3.13,0.04594158227,Dacite
40.6,3.97,14.8,7.54,11.76,12.7,0.32,1.39,5.27,0.1298029557,Foidite
49.38,1.445,17.05,10.28,7.834,6.258,0.155,0.318,5.449,0.1103483192,Trachybasalt
54.97,2.11,13.72,5.84,5.84,4.76,0.14,0.25,7.2,0.1169760247,Basaltic Trachyandesite
73.6,0.21999999999999997,13.0,4.02,1.3999999999999995,1.0,0.03,0.10000000000000003,6.57,0.08926630435,Rhyolite
48.35,0.3799999999999999,13.03,5.03,7.99,3.28,0.07,0.02999999999999997,8.7,0.1867588933,Phonotephrite
46.28,2.34,17.05,11.79,9.06,4.79,0.2,0.63,6.42,0.1387208297,Tephrite
51.0,1.9,17.0,9.0,8.8,6.0,0.13,0.34,5.4,0.1058823529,Trachybasalt
54.97,0.3500000000000001,13.7,2.9299999999999997,11.97,0.6299999999999999,0.09,0.07,13.29,0.2417682372,Phonolite
55.11,1.4,16.22,9.66,7.9,3.66,0.2,0.23,4.55,0.08256214843,Basaltic Andesite
55.66,0.89,18.59,7.73,8.08,4.2,0.14,0.16000000000000003,3.98,0.07150556953,Basaltic Andesite
48.09,0.9,15.0,13.23,9.58,9.19,0.17,0.07,2.29,0.047619047619999993,Basalt
51.33,1.58,15.67,8.69,11.02,7.22,0.18,0.33,3.87,0.07539450614,Basalt
57.96,0.39,14.11,3.0600000000000005,11.27,0.5499999999999998,0.07,0.02999999999999997,12.66,0.218426501,Phonolite
58.77,1.22,15.6,7.0,5.39,1.8099999999999996,0.15,0.41,7.37,0.1254041177,Trachyandesite
69.96,0.24,12.63,1.9299999999999997,0.7700000000000005,0.11000000000000032,0.04000000000000001,0.08000000000000002,11.85,0.1693825043,Rhyolite
62.23,1.29,17.7,4.89,2.46,1.92,0.04000000000000001,0.39,9.23,0.1483207456,Trachydacite
56.49,1.08,19.73,5.23,2.8999999999999995,1.0300000000000002,0.24,0.47,12.51,0.2214551248,Phonolite
72.08,0.389,12.68,4.31,1.6100000000000003,0.16000000000000014,0.1,0.04999999999999999,8.61,0.1194506104,Rhyolite
75.53,0.17999999999999994,13.43,1.0700000000000003,0.96,0.04999999999999982,0.0,0.009999999999999953,7.51,0.09943068979,Rhyolite
41.9,2.329,10.13,12.79,11.79,14.73,0.21,0.466,3.6450000000000005,0.0869928401,Basanite
73.19,0.30000000000000004,14.66,1.9699999999999998,2.26,0.3700000000000001,0.06000000000000001,0.020000000000000018,6.94,0.09482169695,Rhyolite
47.38,0.44999999999999996,13.27,4.79,6.91,2.45,0.06000000000000001,0.03999999999999998,8.9,0.1977147521,Phonotephrite
40.68,1.59,11.41,11.8,13.38,4.71,0.3,1.3400000000000003,13.66,0.3357915438,Foidite
42.93,2.813,13.55,12.687,10.39,9.88,0.206,0.849,5.08,0.1183321686,Basanite
48.4,0.73,15.9,11.61,12.1,7.8,0.19,0.04999999999999999,2.0,0.04132231405,Basalt
57.35,1.94,17.77,5.29,7.99,5.35,0.14,0.61,2.2699999999999996,0.039581517,Andesite
54.26,0.77,17.35,5.87,9.06,6.17,0.12,0.15,4.28,0.07887946922,Basaltic Andesite
45.9,2.84,11.04,9.96,7.97,10.67,0.34,1.0,10.38,0.2261437908,Foidite
53.86,0.92,18.72,7.13,8.33,4.65,0.13,0.2,4.82,0.08949127367,Basaltic Andesite
50.15,1.04,14.03,11.08,10.913,7.49,0.191,0.09300000000000003,2.83,0.05643070788,Basalt
61.8,0.71,17.0,5.25,5.96,2.85,0.11000000000000001,0.24,5.78,0.09352750809,Andesite
57.38,0.30000000000000004,13.74,3.79,10.62,1.38,0.09,0.020000000000000018,12.65,0.2204600906,Phonolite
50.84,1.04,15.7,9.75,11.8,7.7,0.14,0.12,2.5199999999999996,0.04956726987,Basalt
49.8,2.16,17.6,8.92,7.46,6.05,0.15,0.7,6.16,0.1236947791,Trachybasalt
78.53,0.06099999999999994,11.23,1.5700000000000003,0.14000000000000057,0.09999999999999964,0.017999999999999988,0.009999999999999953,7.55,0.09614160194,Rhyolite
57.64,1.01,17.51,6.75,7.29,4.26,0.13,0.22,4.92,0.0853573907,Andesite
63.77,0.68,16.01,5.51,5.31,2.39,0.12,0.17,5.64,0.08844284146,Dacite
44.36,3.62,10.79,7.93,12.57,8.26,0.15,1.26,11.53,0.2599188458,Foidite
53.89,1.41,16.09,9.65,8.9,4.22,0.21,0.23,4.34,0.08053442197,Basaltic Andesite
43.19,2.43,11.87,10.76,12.4,11.89,0.1439,0.535,3.95,0.09145635564,Basanite
60.34,0.78,16.05,7.65,7.31,3.6500000000000004,0.15,0.09000000000000002,2.9800000000000004,0.04938680809,Andesite
66.84,0.8299999999999998,14.31,3.09,3.54,1.67,0.04000000000000001,0.33,10.06,0.1505086774,Trachydacite
43.29,3.06,15.09,11.99,9.87,5.77,0.15,1.05,3.97,0.09170709171,Basanite
47.7,3.8900000000000006,13.88,13.85,7.6,4.16,0.159,1.88,5.2,0.1090146751,Trachybasalt
41.6,1.49,14.02,11.35,5.09,20.59,0.13,0.18,2.74,0.06586538462,Picrobasalt
50.69,0.75,15.12,8.18,9.28,11.99,0.16,0.13,2.7200000000000006,0.05365949890999999,Basalt
65.66,1.18,12.85,6.11,2.5300000000000002,0.9900000000000002,0.12,0.32,7.82,0.1190983856,Trachydacite
53.79,0.84,17.8,6.29,9.42,6.08,0.12,0.19000000000000003,4.47,0.08310094813,Basaltic Andesite
57.13,1.51,18.28,11.79,3.13,5.24,0.24,0.23,0.96,0.016803780850000005,Andesite
49.5,1.09,13.01,13.76,8.22,9.73,0.19,0.13,2.83,0.05717171717,Basalt
50.42,1.75,18.81,9.13,8.71,3.55,0.16,0.37,5.22,0.1035303451,Trachybasalt
49.69,1.88,12.76,8.55,7.28,1.5499999999999998,0.14,0.73,10.52,0.2117126182,Phonotephrite
75.53,0.22999999999999998,13.17,1.3100000000000005,0.40000000000000036,0.3700000000000001,0.09,0.06,6.83,0.09042764464,Rhyolite
57.45,0.44999999999999996,14.59,2.8200000000000003,11.01,0.6899999999999995,0.08,0.02999999999999997,13.13,0.2285465622,Phonolite
39.47,3.97,13.79,12.77,8.33,11.88,0.33,0.46,6.84,0.1732961743,Foidite
52.58,0.54,15.54,5.46,5.44,6.82,0.12,0.41,11.66,0.2217573222,Tephriphonolite
57.82,1.64,10.74,5.84,5.01,9.38,0.08,1.2700000000000002,8.45,0.146143203,Trachyandesite
55.9,0.61,14.32,4.53,6.79,4.37,0.17,0.15,11.43,0.2044722719,Tephriphonolite
78.7,0.040000000000000036,12.01,0.4900000000000002,0.7800000000000002,0.14000000000000057,0.010000000000000009,0.009999999999999953,7.74,0.09834815756,Rhyolite
55.26,1.33,14.54,12.17,7.97,3.59,0.24,0.17,3.69,0.0667752443,Basaltic Andesite
61.06,0.518,17.62,4.13,1.71,0.54,0.16,0.18,12.48,0.2043891255,Trachyte
49.16,1.43,16.91,8.13,8.66,5.37,0.14,1.24,6.77,0.1377135883,Trachybasalt
51.88,0.84,15.8,9.55,11.56,3.8599999999999994,0.39,0.23,4.42,0.08519660756,Basalt
67.77,0.77,14.37,4.01,3.44,1.4900000000000007,0.17,0.19000000000000003,5.0,0.07377895824,Dacite
60.7,0.99,20.29,3.16,0.9900000000000002,0.46999999999999975,0.21,0.12,12.72,0.2095551895,Trachyte
45.32,2.29,12.86,10.34,10.79,7.97,0.2,0.79,8.28,0.1827007944,Tephrite
66.66,1.02,15.69,2.2,2.59,1.52,0.04000000000000001,0.10999999999999999,8.58,0.1287128713,Trachydacite
43.15,2.36,8.55,12.27,9.98,18.36,0.16,0.3,2.5,0.057937427580000006,Picrobasalt
44.4,3.65,15.16,12.1,10.67,7.5,0.19,0.76,5.46,0.122972973,Tephrite
54.03,2.13,14.46,11.74,6.86,2.95,0.28,1.14,5.1,0.09439200444,Basaltic Andesite
47.87,1.87,16.04,11.79,9.19,5.58,0.2,0.56,5.24,0.1094631293,Trachybasalt
52.606,1.082,20.06,8.59,9.275,4.028,0.174,0.237,4.435,0.0843059727,Basaltic Andesite
39.13,2.78,17.45,11.27,9.37,12.89,0.29,1.18,4.55,0.1162790698,Foidite
57.92,0.85,18.93,5.46,7.27,3.47,0.09,0.18,4.99,0.08615331492,Andesite
52.75,2.28,15.04,6.83,7.53,4.11,0.17,0.27,8.39,0.1590521327,Basaltic Trachyandesite
52.09,1.3,12.68,5.74,6.0,4.99,0.13,0.31,7.27,0.1440177253,Basaltic Trachyandesite
73.18,0.3599999999999999,13.47,3.05,1.5599999999999996,0.71,0.06000000000000001,0.2,7.4,0.1011205247,Rhyolite
56.64,0.92,17.75,7.05,6.7,3.58,0.09,0.36,6.91,0.1219985876,Trachyandesite
53.74,2.43,15.4,6.88,7.92,4.4,0.19,0.47,7.66,0.1425381466,Basaltic Trachyandesite
41.75,2.42,12.89,12.52,12.19,8.12,0.21,1.71,6.29,0.1506586826,Tephrite
45.605,3.785,16.307,12.37,8.755,5.33,0.21,1.022,6.014,0.1318715053,Tephrite
64.41,0.15999999999999992,18.4,3.73,0.4400000000000004,0.34000000000000075,0.11000000000000001,0.06,11.92,0.185064431,Trachyte
61.57,0.84,16.81,5.1,4.88,2.23,0.07,0.24,6.96,0.1130420659,Trachyandesite
48.7,3.1,16.57,9.85,7.79,4.41,0.18,0.84,6.76,0.1388090349,Trachybasalt
55.29,0.51,15.12,3.99,11.21,0.7599999999999998,0.1,0.06,13.0,0.2351238922,Phonolite
54.98,0.59,14.71,3.94,11.7,0.7699999999999996,0.08,0.03999999999999998,13.88,0.2524554383,Phonolite
76.31,0.22999999999999998,12.39,1.4000000000000004,0.6600000000000001,0.21999999999999975,0.03,0.06,8.7,0.1140086489,Rhyolite
57.95,0.3799999999999999,13.28,3.51,10.75,1.12,0.04000000000000001,0.09000000000000002,12.64,0.2181190682,Phonolite
40.13,1.59,13.86,11.0,8.22,8.11,0.14,0.82,13.5,0.3364066783,Foidite
46.8,2.78,11.69,11.56,10.07,10.53,0.16,0.6,4.73,0.1010683761,Basalt
43.71,2.47,7.39,12.72,11.09,19.88,0.14,0.24,0.3600000000000012,0.00823610157900001,Picrobasalt
41.46,3.85,10.92,10.99,9.74,10.69,0.32,0.57,11.73,0.2829232996,Foidite
60.62,0.72,16.41,6.08,6.62,2.5300000000000002,0.12,0.21,5.89,0.09716265259,Andesite
60.77,1.32,14.8,11.12,3.19,6.07,0.24,0.22,2.55,0.04196149416,Andesite
44.2,1.37,17.27,9.38,8.56,6.91,0.12,1.32,9.25,0.2092760181,Foidite
55.79,0.56,13.65,2.4000000000000004,11.71,1.46,0.03,0.10000000000000003,12.7,0.2276393619,Phonolite
62.52,1.33,16.61,5.43,4.28,0.5300000000000002,0.03,0.34,9.91,0.158509277,Trachydacite
53.82,1.02,15.19,4.42,5.76,4.08,0.23,0.36,5.97,0.1097584173,Basaltic Trachyandesite
48.64,1.62,19.13,9.244,10.33,4.5,0.18,0.34,5.34,0.1097861842,Trachybasalt
46.2,0.43999999999999995,13.31,5.13,6.21,3.84,0.09,0.08000000000000002,8.97,0.2098302843,Phonotephrite
43.3,1.75,11.54,8.45,10.47,10.82,0.15,1.1300000000000001,4.36,0.1006928406,Basanite
56.8,1.4,12.1,5.85,5.1,9.3,0.1,0.8,7.6,0.1338028169,Trachyandesite
63.69,0.85,15.68,5.13,3.26,1.21,0.089,0.289,7.95,0.1248233632,Trachydacite
63.58,1.09,16.07,5.53,4.22,1.7000000000000006,0.11000000000000001,0.35,6.94,0.109153822,Dacite
75.9,0.10000000000000009,12.97,0.6699999999999999,0.5800000000000001,0.20000000000000018,0.010000000000000009,0.020000000000000018,8.58,0.1130434783,Rhyolite
62.22,0.79,15.84,4.97,6.68,2.3700000000000006,0.08,0.31,4.9,0.0787528126,Andesite
43.36,2.93,9.25,12.52,9.79,12.34,0.18,1.1300000000000001,5.02,0.1157749077,Basanite
75.18,0.29000000000000004,12.96,1.8399999999999999,0.9799999999999995,0.33000000000000096,0.03,0.03999999999999998,8.34,0.110933759,Rhyolite
60.53,0.39,16.53,5.19,5.82,2.63,0.07,0.08000000000000002,7.47,0.1234098794,Trachyandesite
65.22,0.20999999999999996,19.63,1.62,1.4400000000000004,0.02999999999999936,0.03,0.10999999999999999,9.37,0.1436675866,Trachydacite
62.4,0.94,17.77,3.27,4.4,0.8600000000000003,0.04000000000000001,0.28,9.15,0.1466346154,Trachydacite
54.32,0.31000000000000005,14.41,3.6299999999999994,10.31,1.65,0.09,0.10000000000000003,13.85,0.2549705449,Phonolite
54.93,0.53,15.85,9.51,7.64,5.77,0.18,0.07,4.14,0.07536865101,Basaltic Andesite
44.42,3.85,10.12,7.16,7.23,12.05,0.18,1.46,13.88,0.3124718595,Foidite
42.6,4.39,13.36,12.26,12.32,7.78,0.17,0.69,5.05,0.1185446009,Basanite
49.8,1.28,16.96,8.67,9.72,8.18,0.15,0.22,3.7,0.07429718876,Basalt
63.56,0.82,16.26,5.64,5.09,1.9900000000000002,0.16,0.28,5.81,0.09140969163,Dacite
57.52,0.33000000000000007,13.32,3.91,11.33,1.83,0.01999999999999999,0.08000000000000002,11.83,0.2056675939,Phonolite
41.86,0.61,6.549999999999999,10.86,5.22,31.67,0.16,0.06,1.0600000000000005,0.025322503580000003,Picrobasalt
48.0,1.94,16.5,11.2,9.68,4.88,0.22,0.51,5.81,0.1210416667,Trachybasalt
66.95,0.55,16.48,4.26,2.9300000000000006,1.3600000000000003,0.010000000000000009,0.32,8.13,0.1214339059,Trachydacite
64.61,0.507,15.32,5.733,1.1600000000000001,0.1900000000000004,0.098,0.09000000000000002,11.12,0.1721095806,Trachyte
48.4,1.32,17.91,10.44,11.5,4.74,0.19,0.268,2.7699999999999996,0.05723140496000001,Basalt
64.38,0.65,16.17,3.62,3.84,1.33,0.09,0.36,8.36,0.1298539919,Trachydacite
54.51,0.8,13.1,6.05,6.47,4.67,0.22,0.23,12.66,0.2322509631,Tephriphonolite
42.51,1.94,12.5,11.79,9.49,16.73,0.14,0.24,2.67,0.06280875088,Picrobasalt
56.14,1.43,12.57,5.82,6.85,6.19,0.14,0.9099999999999999,9.3,0.1656572854,Trachyandesite
60.41,0.30000000000000004,15.9,5.84,5.54,2.92,0.08,0.06,6.84,0.113226287,Trachyandesite
64.57,0.66,13.18,4.71,4.5,1.1399999999999997,0.18,0.08000000000000002,10.79,0.1671054669,Trachyte
72.17,0.81,14.68,2.58,3.64,3.08,0.13,0.04999999999999999,0.1299999999999999,0.0018013024799999888,Dacite
65.1,1.33,14.14,2.4700000000000006,4.25,1.58,0.1,0.45,9.59,0.147311828,Trachydacite
42.82,2.73,13.22,11.08,12.07,9.42,0.12,0.582,4.63,0.1081270434,Basanite
74.1,0.22999999999999998,13.9,1.2400000000000002,0.9299999999999997,0.28000000000000025,0.01999999999999999,0.03999999999999998,7.94,0.1071524966,Rhyolite
65.94,0.58,12.85,7.83,0.8700000000000001,0.019999999999999574,0.19,0.03999999999999998,10.69,0.1621170761,Trachyte
53.61,0.55,14.21,6.63,6.53,6.33,0.17,0.19000000000000003,12.69,0.2367095691,Tephriphonolite
55.43,1.59,18.39,4.81,10.77,5.42,0.17,0.28,1.0600000000000005,0.01912321847000001,Basaltic Andesite
55.06,0.86,15.57,5.45,5.49,4.2,0.28,0.2,10.57,0.1919723938,Tephriphonolite
50.18,0.76,13.63,6.54,5.73,4.44,0.3,0.13,12.36,0.2080182873,Tephriphonolite
53.56,1.52,14.5,9.49,8.03,7.87,0.14,0.14,3.08,0.057505601190000005,Basaltic Andesite
53.39,2.46,15.35,5.76,7.32,4.38,0.15,0.18,8.04,0.1505899981,Basaltic Trachyandesite
52.39,0.64,14.68,6.25,5.01,4.09,0.11000000000000001,0.46,12.02,0.2466968667,Tephriphonolite
57.59,0.64,17.49,6.33,7.49,3.06,0.19,0.10999999999999999,4.67,0.08109046709,Andesite
55.333,0.7380000000000001,19.154,7.94,7.728,3.081,0.218,0.394,5.209,0.09413912132,Basaltic Andesite
46.9,1.697,12.82,7.21,11.21,7.96,0.116,1.8599999999999999,7.85,0.1673773987,Tephrite
57.7,0.8,16.5,7.55,7.74,4.35,0.14,0.19000000000000003,4.61,0.07989601386,Andesite
48.385,2.595,16.327,9.36,8.335,6.08,0.2,0.592,7.624,0.1575694947,Tephrite
49.94,2.167,16.22,11.42,10.48,5.7,0.178,0.266,3.5099999999999993,0.07028434121,Basalt
50.33,3.13,16.54,10.43,6.6,4.18,0.17,0.9199999999999999,6.21,0.1233856547,Trachybasalt
41.53,2.12,11.9,13.12,8.38,18.39,0.29,0.31,2.05,0.04936190706,Picrobasalt
49.67,3.8599999999999994,14.72,11.48,8.47,3.81,0.2,1.67,5.64,0.1135494262,Trachybasalt
64.24,0.47,15.75,4.15,5.3,2.6,0.11000000000000001,0.15,6.24,0.09713574097,Dacite
69.37,0.55,15.05,3.01,2.76,1.2699999999999996,0.04000000000000001,0.17,7.44,0.107250973,Dacite
63.76,0.59,15.23,5.16,5.16,2.7,0.1,0.12,6.43,0.100846926,Dacite
60.39,0.75,17.47,4.28,3.5899999999999994,0.5499999999999998,0.06000000000000001,0.44,9.96,0.1649279682,Trachydacite
55.37,1.91,14.63,11.21,6.53,2.64,0.28,0.8999999999999999,5.28,0.09535849738,Basaltic Andesite
54.32,0.31000000000000005,14.41,3.6299999999999994,10.31,1.65,0.09,0.10000000000000003,13.85,0.2549705449,Phonolite
47.2,0.55,13.64,8.64,8.47,10.89,0.15,0.2,7.28,0.1542372881,Tephrite
60.25,0.72,16.58,5.02,5.76,3.32,0.05,0.31,6.16,0.1022406639,Andesite
54.47,0.67,14.95,4.28,7.18,6.06,0.15,0.49,10.74,0.1971727556,Tephriphonolite
39.28,2.44,13.38,10.84,13.79,11.91,0.26,0.8899999999999999,7.34,0.1868635438,Foidite
43.57,2.89,14.29,11.09,12.1,7.88,0.12,0.686,4.34,0.09960982327,Basanite
52.07,1.63,14.98,4.93,7.72,4.42,0.11000000000000001,0.42,7.8,0.1436335404,Basaltic Trachyandesite
67.26,0.52,15.08,3.66,3.5,1.0300000000000002,0.07,0.2,9.65,0.1434730895,Trachydacite
58.79,0.998,17.77,5.86,6.99,3.68,0.106,0.18,5.1,0.08674944718,Andesite
43.38,0.42999999999999994,5.9,10.74,5.96,31.910000000000004,0.18,0.03999999999999998,0.2499999999999991,0.005763024435000014,Picrobasalt
55.13,2.47,15.37,6.72,6.88,3.89,0.29,0.35,7.14,0.1295120624,Basaltic Trachyandesite
63.12,0.5,14.89,2.0999999999999996,5.06,1.58,0.08,0.10000000000000003,12.12,0.1920152091,Trachyte
52.03,0.53,13.69,4.79,6.29,3.7,0.09,0.03999999999999998,9.21,0.1924929747,Phonotephrite
43.7,2.41,15.5,12.15,12.26,6.4,0.21,0.41,3.3200000000000003,0.07597254005,Basanite
55.4,1.52,17.62,9.23,10.38,3.8599999999999994,0.12,0.21,1.3600000000000003,0.024548736459999998,Basaltic Andesite
50.26,1.02,18.23,7.48,7.79,4.0,0.14,0.8,9.4,0.1870274572,Phonotephrite
48.2,1.94,16.6,11.1,9.52,4.8,0.22,0.51,5.89,0.1221991701,Trachybasalt
73.27,0.47,13.51,3.73,1.0300000000000002,4.54,0.19,0.12,3.5899999999999994,0.04899686093,Dacite
61.14,0.73,15.48,4.63,5.58,4.63,0.09,0.15,5.42,0.08864900229,Andesite
51.75,0.65,14.65,5.8,6.88,4.52,0.13,0.4,11.5,0.2124195381,Tephriphonolite
57.78,1.64,10.65,5.75,5.1,9.34,0.08,1.2700000000000002,8.48,0.146763586,Trachyandesite
58.82,0.42999999999999994,19.87,2.92,1.9100000000000001,0.29000000000000004,0.22,0.03999999999999998,14.28,0.2427745665,Phonolite
74.07,0.15999999999999992,10.84,3.54,0.29000000000000004,0.08000000000000007,0.05,0.0,9.74,0.1314972323,Rhyolite
65.52,0.64,17.06,2.75,0.5999999999999996,0.29000000000000004,0.22,0.06,13.18,0.2011599512,Trachyte
44.39,1.22,6.139999999999999,11.81,5.53,27.43,0.18,0.12,1.5199999999999996,0.03424194638,Picrobasalt
53.57,2.43,15.17,4.45,5.51,3.43,0.12,0.2,8.18,0.1662900188,Basaltic Trachyandesite
49.6,1.69,15.62,8.19,12.31,7.2,0.16,0.14,2.8599999999999994,0.05766129032,Basalt
43.89,1.69,7.25,12.79,7.36,22.97,0.15,0.15,1.58,0.03599908863000001,Picrobasalt
41.87,4.43,13.55,12.92,12.04,5.65,0.23,0.9199999999999999,4.89,0.1167900645,Basanite
56.77,0.93,15.5,6.23,4.46,2.62,0.11000000000000001,0.38,10.43,0.1837237978,Trachyandesite
58.11,1.1,16.81,6.34,4.84,2.6800000000000006,0.1,0.43,6.66,0.114610222,Trachyandesite
41.81,1.64,11.26,11.34,12.43,17.69,0.19,0.07,1.0099999999999998,0.02415690025999999,Picrobasalt
50.44,1.32,16.82,8.38,8.16,4.44,0.14,1.12,8.37,0.1659397304,Phonotephrite
53.46,0.61,14.02,6.62,7.37,5.53,0.21,0.17,10.56,0.2215637545,Tephriphonolite
48.8,4.19,15.7,14.04,5.72,1.7400000000000002,0.27,1.22,6.28,0.1286885246,Trachybasalt
53.76,2.5,15.92,6.65,6.35,3.4,0.17,0.24,8.37,0.1556919643,Basaltic Trachyandesite
47.7,1.87,17.0,11.1,9.86,4.45,0.2,0.52,5.96,0.1249475891,Trachybasalt
74.48,0.3599999999999999,12.27,0.7300000000000004,1.1900000000000004,0.28000000000000025,0.03,0.08000000000000002,8.56,0.1149301826,Rhyolite
46.82,3.13,16.46,10.59,8.35,4.29,0.22,1.11,7.45,0.1591200342,Tephrite
78.84,0.3799999999999999,12.23,0.9800000000000004,1.0,0.3099999999999996,0.09,0.09000000000000002,5.25,0.06659056317,Rhyolite
45.06,2.05,17.52,11.07,10.56,3.69,0.19,0.75,7.76,0.1722148247,Tephrite
46.42,2.96,15.22,11.45,7.08,5.59,0.18,0.53,5.54,0.1193451099,Trachybasalt
43.92,0.47,6.290000000000001,10.78,5.56,31.309999999999995,0.18,0.02999999999999997,0.2499999999999991,0.005692167577000001,Picrobasalt
73.95,0.22999999999999998,15.06,1.6600000000000001,1.6100000000000003,0.28000000000000025,0.06000000000000001,0.03999999999999998,6.92,0.09357674104,Rhyolite
48.64,1.39,18.01,8.87,10.49,5.72,0.17,0.53,6.19,0.1272615132,Trachybasalt
64.64,0.8299999999999998,15.6,2.1799999999999997,3.25,1.54,0.01999999999999999,0.17,10.2,0.1577970297,Trachydacite
48.31,2.92,12.66,16.45,9.49,5.47,0.2,0.28,4.22,0.08735251501,Basalt
62.35,0.98,17.66,3.65,1.88,1.0899999999999999,0.01999999999999999,0.44,10.1,0.1619887731,Trachydacite
53.35,0.77,14.38,4.16,6.42,5.07,0.19,0.39,9.68,0.2322662786,Tephriphonolite
57.7,0.4,21.09,3.0999999999999996,1.6399999999999997,0.3600000000000003,0.09,0.10000000000000003,13.96,0.2419410745,Phonolite
64.0,0.63,15.82,3.88,4.78,3.12,0.07,0.21,6.37,0.09953125,Dacite
66.52,0.65,15.0,4.23,4.3,2.88,0.16,0.15,5.97,0.08974744438,Dacite
64.73,0.9,16.27,2.99,3.96,1.5499999999999998,0.09,0.41,8.17,0.126216592,Trachydacite
80.76,0.33000000000000007,12.1,0.5600000000000005,0.54,0.16000000000000014,0.03,0.07,3.4799999999999995,0.04309063893000001,Rhyolite
60.49,1.1,16.7,5.69,5.9,3.15,0.08,0.37,6.36,0.1051413457,Andesite
63.82,0.75,16.96,4.2,2.8099999999999996,1.0099999999999998,0.08,0.21,8.33,0.1305233469,Trachydacite
58.26,0.30000000000000004,13.26,2.1400000000000006,10.36,0.5700000000000003,0.04000000000000001,0.04999999999999999,13.7,0.2351527635,Phonolite
61.5,0.9,16.73,7.08,5.95,2.2799999999999994,0.15,0.37,4.68,0.07609756098,Andesite
60.03,0.3500000000000001,14.03,5.61,6.64,3.79,0.09,0.02999999999999997,7.65,0.1274362819,Trachyandesite
63.5,0.62,17.91,3.75,4.52,1.9,0.06000000000000001,0.18,6.06,0.09543307087,Dacite
62.08,0.55,15.08,5.23,3.37,1.87,0.03,0.16000000000000003,10.4,0.1675257732,Trachyte
57.7,1.1,12.8,5.22,7.6,6.0,0.1,0.7,8.2,0.1421143847,Trachyandesite
50.53,0.92,15.8,4.29,6.55,5.37,0.16,0.47,12.04,0.2455638237,Tephriphonolite
44.17,2.702,12.04,12.09,11.91,11.11,0.19,0.542,3.6050000000000004,0.08161648177,Basanite
55.05,0.30000000000000004,13.41,2.6500000000000004,11.79,0.5999999999999996,0.09,0.06,13.1,0.2379654859,Phonolite
41.54,2.58,16.94,8.7,8.5,9.42,0.1,0.85,11.23,0.2703418392,Foidite
55.2,1.27,12.39,4.93,6.15,4.56,0.31,0.29,7.07,0.1232323232,Basaltic Trachyandesite
65.36,0.87,15.16,3.64,0.4900000000000002,0.6299999999999999,0.26,0.13,11.73,0.1794675643,Trachyte
54.27,1.92,15.51,4.58,7.79,3.6,0.29,0.2,5.74,0.1036541245,Basaltic Trachyandesite
43.58,1.93,13.45,9.83,9.31,13.2,0.17,0.78,5.57,0.1278109224,Tephrite
56.37,0.6899999999999998,17.4,8.5,9.81,3.3,0.2,0.08000000000000002,2.33,0.04133404293000001,Basaltic Andesite
55.13,2.47,15.37,6.72,6.88,3.89,0.29,0.35,7.14,0.1295120624,Basaltic Trachyandesite
49.17,1.68,15.29,6.59,12.27,4.93,0.33,1.1300000000000001,9.53,0.1938173683,Phonotephrite
69.153,0.573,14.08,3.43,2.779,1.3689999999999998,0.059,0.202,7.036,0.1017454051,Dacite
44.0,3.15,15.1,12.24,11.3,5.6,0.31,0.75,6.11,0.1388636364,Tephrite
49.0,1.32,15.36,9.49,9.38,9.0,0.18,0.47,4.03,0.08224489796,Basalt
55.53,0.55,13.6,5.42,5.22,6.43,0.25,0.21,11.62,0.2243194914,Tephriphonolite
67.42,0.84,15.51,4.59,5.58,1.63,0.16,0.45,2.71,0.040195787600000005,Dacite
44.44,2.45,12.37,12.01,10.64,10.869999999999997,0.17,0.38,3.86,0.08685868587,Basanite
52.97,2.41,14.06,10.75,7.87,6.23,0.15,0.37,4.27,0.08061166698,Basaltic Andesite
40.22,1.78,17.19,6.4,8.11,11.27,0.3,0.69,11.76,0.2923918449,Foidite
40.65,1.49,14.3,12.5,10.28,12.190000000000001,0.19,0.86,7.6,0.1869618696,Foidite
